"symbol","tax_id","tid","gene_name","gene_id"
"JAK2",9606,107918,"JAK2/JAK1",3717
"JAK2",9606,108406,"JAK2/TYK2",3717
"JAK2",9606,108404,"JAK1/JAK2/TYK2",3717
"JAK2",9606,10938,"Tyrosine-protein kinase JAK2",3717
"JAK3",9606,10849,"Tyrosine-protein kinase JAK3",3718
"JAK3",9606,107917,"JAK3/JAK1",3718
"JUN",9606,10028,"Proto-oncogene c-JUN",3725
"JUN",9606,104930,"Transcription factor AP1",3725
"KARS",9606,101026,"Lysyl-tRNA synthetase",3735
"KAT2A",9606,100876,"Histone acetyltransferase GCN5",2648
"KAT2B",9606,100875,"Histone acetyltransferase PCAF",8850
"KAT5",9606,101313,"Histone acetyltransferase KAT5",10524
"KAT8",9606,104416,"Histone acetyltransferase KAT8",84148
"KCNA1",9606,12577,"Voltage-gated potassium channel subunit Kv1.1",3736
"KCNA2",9606,10552,"Voltage-gated potassium channel subunit Kv1.2",3737
"KCNA3",9606,10553,"Voltage-gated potassium channel subunit Kv1.3",3738
"KCNA4",9606,100630,"Voltage-gated potassium channel subunit Kv1.4",3739
"KCNA5",9606,10198,"Voltage-gated potassium channel subunit Kv1.5",3741
"KCNA6",9606,100114,"Voltage-gated potassium channel subunit Kv1.6",3742
"KCNB1",9606,105712,"Potassium voltage-gated channel subfamily B member 1",3745
"KCNC1",9606,100115,"Voltage-gated potassium channel subunit Kv3.1",3746
"KCND2",9606,102706,"Potassium voltage-gated channel subfamily D member 2",3751
"KCND3",9606,11153,"Voltage-gated potassium channel subunit Kv4.3",3752
"KCNE1",9606,105509,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",3753
"KCNE1",9606,10151,"Voltage-gated potassium channel beta subunit Mink",3753
"KCNH2",9606,165,"HERG",3757
"KCNJ1",9606,103725,"ATP-sensitive inward rectifier potassium channel 1",3758
"KCNJ10",9606,105175,"ATP-sensitive inward rectifier potassium channel 10",3766
"KCNJ11",9606,104737,"Sulfonylurea receptors; K-ATP channels",3767
"KCNJ11",9606,104782,"Sulfonylurea receptor 2, Kir6.2",3767
"KCNJ11",9606,104852,"Sulfonylurea receptor 1, Kir6.2",3767
"KCNJ11",9606,285,"Potassium channel, inwardly rectifying, subfamily J, member 11",3767
"KCNJ13",9606,105176,"Inward rectifier potassium channel 13",3769
"KCNJ2",9606,104372,"Inward rectifier potassium channel 2",3759
"KCNJ3",9606,107914,"Kir3.1/Kir3.4",3760
"KCNJ3",9606,107915,"Kir3.1/Kir3.2",3760
"KCNJ4",9606,105174,"Inward rectifier potassium channel 4",3761
"KCNJ5",9606,107914,"Kir3.1/Kir3.4",3762
"KCNJ6",9606,107630,"G protein-activated inward rectifier potassium channel 2",3763
"KCNJ6",9606,107915,"Kir3.1/Kir3.2",3763
"KCNJ6",9606,107916,"Kir3.2/Kir3.3",3763
"KCNJ8",9606,104737,"Sulfonylurea receptors; K-ATP channels",3764
"KCNJ9",9606,107916,"Kir3.2/Kir3.3",3765
"KCNK2",9606,105604,"Potassium channel subfamily K member 2",3776
"KCNK3",9606,105602,"Potassium channel subfamily K member 3",3777
"KCNK9",9606,105603,"Potassium channel subfamily K member 9",51305
"KCNMA1",9606,107921,"Calcium-activated potassium channel alpha/beta 1",3778
"KCNMA1",9606,11839,"Calcium-activated potassium channel subunit alpha-1",3778
"KCNMB1",9606,107921,"Calcium-activated potassium channel alpha/beta 1",3779
"KCNN1",9606,11840,"Small conductance calcium-activated potassium channel protein 1",3780
"KCNN2",9606,10394,"Small conductance calcium-activated potassium channel protein 2",3781
"KCNN3",9606,12500,"Small conductance calcium-activated potassium channel protein 3",3782
"KCNN4",9606,10992,"Intermediate conductance calcium-activated potassium channel protein 4",3783
"KCNQ1",9606,12930,"Voltage-gated potassium channel subunit Kv7.1",3784
"KCNQ1",9606,105509,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",3784
"KCNQ2",9606,10397,"Voltage-gated potassium channel subunit Kv7.2",3785
"KCNQ2",9606,105510,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",3785
"KCNQ3",9606,105510,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",3786
"KCNQ4",9606,11125,"Voltage-gated potassium channel subunit Kv7.4",9132
"KDM1A",9606,108118,"LSD1/CoREST complex",23028
"KDM1A",9606,102439,"Lysine-specific histone demethylase 1",23028
"KDM1B",9606,104419,"Lysine-specific histone demethylase 1B",221656
"KDM2A",9606,104421,"Lysine-specific demethylase 2A",22992
"KDM3A",9606,104420,"Lysine-specific demethylase 3A",55818
"KDM4A",9606,101373,"Lysine-specific demethylase 4A",9682
"KDM4C",9606,102452,"Lysine-specific demethylase 4C",23081
"KDM4D",9606,102441,"Lysine-specific demethylase 4D",55693
"KDM4E",9606,103659,"Lysine-specific demethylase 4D-like",390245
"KDM5A",9606,107653,"Lysine-specific demethylase 5A",5927
"KDM5C",9606,105216,"Lysine-specific demethylase 5C",8242
"KDM6A",9606,104601,"Lysine-specific demethylase 6A",7403
"KDM6B",9606,104422,"Lysine-specific demethylase 6B",23135
"KDM7A",9606,105217,"Lysine-specific demethylase 7",80853
"KDR",9606,104915,"Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4)",3791
"KDR",9606,104956,"VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta)",3791
"KDR",9606,105010,"Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR)",3791
"KDR",9606,105035,"VEGF-receptor 2 and tyrosine-protein kinase SRC",3791
"KDR",9606,105065,"Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2)",3791
"KDR",9606,104939,"VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT)",3791
"KDR",9606,104948,"VEGF-receptor 2 and Fibroblast growth factor receptor 2",3791
"KDR",9606,10980,"Vascular endothelial growth factor receptor 2",3791
"KDR",9606,104799,"Vascular endothelial growth factor receptor",3791
"KDR",9606,104955,"VEGF-receptor 2 and Fibroblast growth factor receptor 1",3791
"KEAP1",9606,104593,"Kelch-like ECH-associated protein 1",9817
"KEAP1",9606,107924,"Keap1/Nrf2",9817
"KHK",9606,103593,"Ketohexokinase",3795
"KHSRP",9606,104185,"Far upstream element-binding protein 2",8570
"KIAA1524",9606,105182,"Protein CIP2A",57650
"KIF11",9606,100166,"Kinesin-like protein 1",3832
"KIF22",9606,100996,"Kinesin-like protein KIF22",3835
"KIF23",9606,101594,"Kinesin-like protein KIF23",9493
"KIF2C",9606,101396,"Kinesin-like protein KIF2C",11004
"KIF3B",9606,102437,"Kinesin-like protein KIF3B",9371
"KIF4A",9606,101461,"Chromosome-associated kinesin KIF4A",24137
"KIF5A",9606,100946,"Kinesin heavy chain isoform 5A",3798
"KIF5B",9606,101587,"Kinesin-1 heavy chain",3799
"KIF5C",9606,104528,"Kinesin heavy chain isoform 5C",3800
"KIFC1",9606,109524,"Kinesin-like protein KIFC1",3833
"KIFC3",9606,103046,"Kinesin-like protein KIFC3",3801
"KISS1R",9606,100862,"Metastin receptor",84634
"KIT",9606,238,"Stem cell growth factor receptor",3815
"KIT",9606,104939,"VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT)",3815
"KLF10",9606,109571,"Krueppel-like factor 10",7071
"KLF5",9606,103682,"Kruppel-like factor 5",688
"KLK1",9606,13005,"Kallikrein 1",3816
"KLK14",9606,10854,"Kallikrein 14",43847
"KLK3",9606,10373,"Prostate specific antigen",354
"KLK3",9606,23,"Plasma kallikrein",354
"KLK3",9606,104928,"Coagulation factor X and plasma kallikrein",354
"KLK4",9606,12583,"Kallikrein 4",9622
"KLK5",9606,12584,"Kallikrein 5",25818
"KLK6",9606,12585,"Kallikrein 6",5653
"KLK7",9606,10069,"Kallikrein 7",5650
"KLK8",9606,10836,"Kallikrein 8",11202
"KLKB1",9606,104928,"Coagulation factor X and plasma kallikrein",3818
"KLKB1",9606,23,"Plasma kallikrein",3818
"KMO",9606,11504,"Kynurenine 3-monooxygenase",8564
"KMT2A",9606,103732,"Histone-lysine N-methyltransferase MLL",4297
"KMT2A",9606,104677,"Menin/Histone-lysine N-methyltransferase MLL",4297
"KMT5A",9606,104256,"N-lysine methyltransferase SETD8",387893
"KMT5B",9606,105634,"Histone-lysine N-methyltransferase SUV420H1",51111
"KMT5C",9606,105633,"Histone-lysine N-methyltransferase SUV420H2",84787
"KNG1",9606,109942,"Kininogen-1",3827
"KPNA2",9606,103983,"Importin subunit alpha-2",3838
"KRAS",9606,105451,"GTPase KRas",3845
"KSR2",9606,109905,"Kinase suppressor of Ras 2",283455
"KYNU",9606,10925,"Kynureninase",8942
"L1CAM",9606,11827,"Vascular cell adhesion protein 1",3897
"L3MBTL1",9606,103624,"Lethal(3)malignant brain tumor-like protein 1",26013
"L3MBTL3",9606,103625,"Lethal(3)malignant brain tumor-like protein 3",84456
"L3MBTL4",9606,103626,"Lethal(3)malignant brain tumor-like protein 4",91133
"LAP3",9606,12387,"Leucine aminopeptidase",51056
"LARGE1",9606,105128,"Glycosyltransferase-like protein LARGE1",9215
"LARS",9606,12060,"Leucyl-tRNA synthetase",51520
"LATS1",9606,101465,"Serine/threonine-protein kinase LATS1",9113
"LATS2",9606,101602,"Serine/threonine-protein kinase LATS2",26524
"LCAT",9606,101614,"Phosphatidylcholine-sterol acyltransferase",3931
"LCK",9606,10140,"Tyrosine-protein kinase LCK",3932
"LCT",9606,103059,"Lactase-phlorizin hydrolase",3938
"LDHA",9606,10141,"L-lactate dehydrogenase A chain",3939
"LDHB",9606,10199,"L-lactate dehydrogenase B chain",3945
"LDLR",9606,10931,"LDL receptor",3949
"LEPR",9606,102709,"Leptin receptor",3953
"LGALS1",9606,100650,"Galectin-1",3956
"LGALS2",9606,101622,"Galectin-2",3957
"LGALS3",9606,100157,"Galectin-3",3958
"LGALS4",9606,103895,"Galectin-4",3960
"LGALS7B",9606,101260,"Galectin-7",653499
"LGALS8",9606,101203,"Galectin-8",3964
"LGALS9",9606,101202,"Galectin-9",3965
"LGMN",9606,11241,"Legumain",5641
"LHCGR",9606,95,"Luteinizing hormone/Choriogonadotropin receptor",3973
"LIG1",9606,101292,"DNA ligase 1",3978
"LIMK1",9606,30018,"LIM domain kinase 1",3984
"LIMK2",9606,101386,"LIM domain kinase 2",3985
"LIPA",9606,11450,"Lysosomal acid lipase/cholesteryl ester hydrolase",3988
"LIPC",9606,10954,"Hepatic lipase",3990
"LIPE",9606,11214,"Hormone sensitive lipase",3991
"LIPG",9606,101054,"Endothelial lipase",9388
"LMNA",9606,103668,"Prelamin-A/C",4000
"LNPEP",9606,11239,"Cystinyl aminopeptidase",4012
"LOX",9606,10978,"Lysyl oxidase",4015
"LPAR1",9606,10808,"Lysophosphatidic acid receptor Edg-2",1902
"LPAR2",9606,10814,"Lysophosphatidic acid receptor Edg-4",9170
"LPAR3",9606,19689,"Lysophosphatidic acid receptor Edg-7",23566
"LPAR4",9606,101397,"Lysophosphatidic acid receptor 4",2846
"LPAR5",9606,101505,"Lysophosphatidic acid receptor 5",57121
"LPAR6",9606,105654,"Lysophosphatidic acid receptor 6",10161
"LPL",9606,232,"Lipoprotein lipase",4023
"LPO",9606,101375,"Lactoperoxidase",4025
"LRAT",9606,11053,"Phosphatidylcholine-retinol O-acyltransferase",9227
"LRRK2",9606,103154,"Leucine-rich repeat serine/threonine-protein kinase 2",120892
"LSS",9606,11231,"Lanosterol synthase",4047
"LTA4H",9606,237,"Leukotriene A4 hydrolase",4048
"LTB4R",9606,104745,"Leukotriene B4 receptor",1241
"LTB4R",9606,10542,"Leukotriene B4 receptor 1",1241
"LTB4R2",9606,104745,"Leukotriene B4 receptor",56413
"LTB4R2",9606,10868,"Leukotriene B4 receptor 2",56413
"LTC4S",9606,104071,"Leukotriene C4 synthase",4056
"LTK",9606,101484,"Leukocyte tyrosine kinase receptor",4058
"LY96",9606,107938,"Toll-like receptor 4/MD-2",23643
"LYN",9606,11842,"Tyrosine-protein kinase Lyn",4067
"LYPLA1",9606,103924,"Acyl-protein thioesterase 1",10434
"LYPLA2",9606,104395,"Acyl-protein thioesterase 2",11313
"M6PR",9606,101336,"Cation-dependent mannose-6-phosphate receptor",4074
"MADCAM1",9606,10359,"Mucosal addressin cell adhesion molecule-1",8174
"MAG",9606,101337,"Myelin-associated glycoprotein",4099
"MAGI3",9606,100331,"Membrane-associated guanylate kinase-related 3",260425
"MAK",9606,103435,"Serine/threonine-protein kinase MAK",4117
"MALT1",9606,109917,"Mucosa-associated lymphoid tissue lymphoma translocation protein 1",10892
"MAN1B1",9606,12810,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",11253
"MAN2A1",9606,11867,"Alpha-mannosidase 2A1",4124
"MAN2B1",9606,11546,"Lysosomal alpha-mannosidase",4125
"MAN2B2",9606,12384,"Epididymis-specific alpha-mannosidase",23324
"MANBA",9606,11274,"Beta-mannosidase",4126
"MAOA",9606,86,"Monoamine oxidase A",4128
"MAOA",9606,104789,"Monoamine oxidase",4128
"MAOB",9606,104789,"Monoamine oxidase",4129
"MAOB",9606,104,"Monoamine oxidase B",4129
"MAP1B",9606,108240,"Microtubule-associated protein 1B",4131
"MAP2",9606,107603,"Microtubule-associated protein 2",4133
"MAP2K1",9606,11409,"Dual specificity mitogen-activated protein kinase kinase 1",5604
"MAP2K1",9606,105104,"Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK)",5604
"MAP2K1",9606,104912,"Dual specificity mitogen-activated protein kinase kinase; MEK1/2",5604
"MAP2K2",9606,104912,"Dual specificity mitogen-activated protein kinase kinase; MEK1/2",5605
"MAP2K2",9606,11046,"Dual specificity mitogen-activated protein kinase kinase 2",5605
"MAP2K3",9606,10478,"Dual specificity mitogen-activated protein kinase kinase 3",5606
"MAP2K4",9606,11047,"Dual specificity mitogen-activated protein kinase kinase 4",6416
"MAP2K5",9606,10371,"Dual specificity mitogen-activated protein kinase kinase 5",5607
"MAP2K6",9606,10235,"Dual specificity mitogen-activated protein kinase kinase 6",5608
"MAP2K7",9606,12919,"Dual specificity mitogen-activated protein kinase kinase 7",5609
"MAP3K1",9606,12276,"Mitogen-activated protein kinase kinase kinase 1",4214
"MAP3K10",9606,11873,"Mitogen-activated protein kinase kinase kinase 10",4294
"MAP3K11",9606,11870,"Mitogen-activated protein kinase kinase kinase 11",4296
"MAP3K12",9606,104320,"Mitogen-activated protein kinase kinase kinase 12",7786
"MAP3K13",9606,103453,"Mitogen-activated protein kinase kinase kinase 13",9175
"MAP3K14",9606,101365,"Mitogen-activated protein kinase kinase kinase 14",9020
"MAP3K15",9606,103456,"Mitogen-activated protein kinase kinase kinase 15",389840
"MAP3K19",9606,102799,"SPS1/STE20-related protein kinase YSK4",80122
"MAP3K2",9606,102711,"Mitogen-activated protein kinase kinase kinase 2",10746
"MAP3K3",9606,101399,"Mitogen-activated protein kinase kinase kinase 3",4215
"MAP3K4",9606,30050,"Mitogen-activated protein kinase kinase kinase 4",4216
"MAP3K5",9606,30034,"Mitogen-activated protein kinase kinase kinase 5",4217
"MAP3K6",9606,103452,"Mitogen-activated protein kinase kinase kinase 6",9064
"MAP3K7",9606,101324,"Mitogen-activated protein kinase kinase kinase 7",6885
"MAP3K7",9606,107925,"TAK1/TAB1",6885
"MAP3K8",9606,100414,"Mitogen-activated protein kinase kinase kinase 8",1326
"MAP3K9",9606,12038,"Mitogen-activated protein kinase kinase kinase 9",4293
"MAP4K1",9606,101312,"Mitogen-activated protein kinase kinase kinase kinase 1",11184
"MAP4K2",9606,100947,"Mitogen-activated protein kinase kinase kinase kinase 2",5871
"MAP4K3",9606,101188,"Mitogen-activated protein kinase kinase kinase kinase 3",8491
"MAP4K4",9606,101464,"Mitogen-activated protein kinase kinase kinase kinase 4",9448
"MAP4K5",9606,30049,"Mitogen-activated protein kinase kinase kinase kinase 5",11183
"MAPK1",9606,11638,"MAP kinase ERK2",5594
"MAPK1",9606,104300,"Mitogen-activated protein kinase; ERK1/ERK2",5594
"MAPK10",9606,104822,"c-Jun N-terminal kinase, JNK",5602
"MAPK10",9606,11408,"c-Jun N-terminal kinase 3",5602
"MAPK11",9606,10120,"MAP kinase p38 beta",5600
"MAPK11",9606,104697,"MAP kinase p38",5600
"MAPK12",9606,107929,"p38 delta/gamma",6300
"MAPK12",9606,104697,"MAP kinase p38",6300
"MAPK12",9606,12983,"MAP kinase p38 gamma",6300
"MAPK13",9606,107929,"p38 delta/gamma",5603
"MAPK13",9606,11081,"MAP kinase p38 delta",5603
"MAPK13",9606,104697,"MAP kinase p38",5603
"MAPK14",9606,10188,"MAP kinase p38 alpha",1432
"MAPK14",9606,104697,"MAP kinase p38",1432
"MAPK15",9606,100833,"Mitogen-activated protein kinase 15",225689
"MAPK3",9606,104300,"Mitogen-activated protein kinase; ERK1/ERK2",5595
"MAPK3",9606,11639,"MAP kinase ERK1",5595
"MAPK4",9606,101538,"Mitogen-activated protein kinase 4",5596
"MAPK6",9606,101078,"Mitogen-activated protein kinase 6",5597
"MAPK7",9606,100949,"Mitogen-activated protein kinase 7",5598
"MAPK8",9606,104822,"c-Jun N-terminal kinase, JNK",5599
"MAPK8",9606,12261,"c-Jun N-terminal kinase 1",5599
"MAPK9",9606,104822,"c-Jun N-terminal kinase, JNK",5601
"MAPK9",9606,11407,"c-Jun N-terminal kinase 2",5601
"MAPKAPK2",9606,11082,"MAP kinase-activated protein kinase 2",9261
"MAPKAPK3",9606,100834,"MAP kinase-activated protein kinase 3",7867
"MAPKAPK5",9606,11105,"MAP kinase-activated protein kinase 5",8550
"MAPT",9606,103657,"Microtubule-associated protein tau",4137
"MARC1",9606,109974,"Mitochondrial amidoxime-reducing component 1",64757
"MARK1",9606,101612,"Serine/threonine-protein kinase MARK1",4139
"MARK2",9606,30001,"MAP/microtubule affinity-regulating kinase 2",2011
"MARK3",9606,100140,"Serine/threonine-protein kinase c-TAK1",4140
"MARK4",9606,101317,"MAP/microtubule affinity-regulating kinase 4",57787
"MARS",9606,12818,"Methionyl-tRNA synthetase",4141
"MAST1",9606,103457,"Microtubule-associated serine/threonine-protein kinase 1",22983
"MAST1",9606,107926,"MAST1/MAST2",22983
"MAST2",9606,107926,"MAST1/MAST2",23139
"MAST3",9606,107645,"Microtubule-associated serine/threonine-protein kinase 3",23031
"MAST4",9606,107644,"Microtubule-associated serine/threonine-protein kinase 4",375449
"MAT2A",9606,109449,"S-adenosylmethionine synthase isoform type-2",4144
"MATK",9606,11868,"Tyrosine-protein kinase CTK",4145
"MAX",9606,103496,"Protein max",4149
"MAX",9606,108409,"c-Myc/Max",4149
"MB",9606,107627,"Myoglobin",4151
"MBL2",9606,104193,"Mannose-binding protein C",4153
"MBNL1",9606,103750,"Muscleblind-like protein 1",4154
"MBOAT4",9606,109818,"Ghrelin O-acyltransferase",619373
"MBTD1",9606,103627,"MBT domain-containing protein 1",54799
"MBTPS1",9606,102718,"Membrane-bound transcription factor site-1 protease",8720
"MC1R",9606,104933,"Melanocortin receptor (M1 and M4)",4157
"MC1R",9606,11869,"Melanocortin receptor 1",4157
"MC2R",9606,154,"Melanocortin receptor 2",4158
"MC3R",9606,11003,"Melanocortin receptor 3",4159
"MC3R",9606,105017,"Melanocortin receptor (M3 and M4)",4159
"MC4R",9606,105092,"Melanocortin receptor (M4 and M5)",4160
"MC4R",9606,10142,"Melanocortin receptor 4",4160
"MC4R",9606,104933,"Melanocortin receptor (M1 and M4)",4160
"MC4R",9606,105017,"Melanocortin receptor (M3 and M4)",4160
"MC5R",9606,11006,"Melanocortin receptor 5",4161
"MC5R",9606,105092,"Melanocortin receptor (M4 and M5)",4161
"MCHR1",9606,104952,"Melanin-concentrating hormone receptor",2847
"MCHR1",9606,19905,"Melanin-concentrating hormone receptor 1",2847
"MCHR2",9606,20162,"Melanin-concentrating hormone receptor 2",84539
"MCHR2",9606,104952,"Melanin-concentrating hormone receptor",84539
"MCL1",9606,100468,"Induced myeloid leukemia cell differentiation protein Mcl-1",4170
"MCOLN3",9606,103676,"MCOLN3 protein",55283
"MDH1",9606,11275,"Malate dehydrogenase cytoplasmic",4190
"MDH2",9606,102719,"Malate dehydrogenase, mitochondrial",4191
"MDK",9606,104460,"Midkine",4192
"MDM2",9606,20131,"p53-binding protein Mdm-2",4193
"MDM2",9606,104305,"Tumour suppressor p53/oncoprotein Mdm2",4193
"MDM2",9606,107919,"Casein kinase I/MDM2",4193
"MDM4",9606,103537,"Protein Mdm4",4194
"MDM4",9606,105506,"Tumour suppressor protein p53/Mdm4",4194
"ME1",9606,100616,"NADP-dependent malic enzyme",4199
"ME3",9606,102459,"NADP-dependent malic enzyme, mitochondrial",10873
"MECP2",9606,109951,"Methyl-CpG-binding protein 2",4204
"MED23",9606,104937,"ETS-related transcription factor Elf-3/Vitamin D3 receptor-interacting protein (ESX/MED23)",9439
"MELK",9606,100854,"Maternal embryonic leucine zipper kinase",9833
"MEN1",9606,104677,"Menin/Histone-lysine N-methyltransferase MLL",4221
"MEN1",9606,103767,"Menin",4221
"MERTK",9606,100948,"Proto-oncogene tyrosine-protein kinase MER",10461
"MET",9606,11451,"Hepatocyte growth factor receptor",4233
"METAP1",9606,10320,"Methionine aminopeptidase 1",23173
"METAP2",9606,10702,"Methionine aminopeptidase 2",10988
"MGAM",9606,1,"Maltase-glucoamylase",8972
"MGAT1",9606,107587,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",4245
"MGAT2",9606,105619,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",4247
"MGAT3",9606,107586,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase",4248
"MGEA5",9606,102728,"Bifunctional protein NCOAT",10724
"MGLL",9606,100193,"Monoglyceride lipase",11343
"MGMT",9606,12737,"6-O-methylguanine-DNA methyltransferase",4255
"MGST1",9606,104072,"Microsomal glutathione S-transferase 1",4257
"MGST2",9606,104073,"Microsomal glutathione S-transferase 2",4258
"MGST3",9606,104074,"Microsomal glutathione S-transferase 3",4259
"MHS3",9606,150,"Voltage-gated calcium channel alpha2/delta subunit 1",7977
"MID1",9606,109564,"DNA-3-methyladenine glycosylase",4281
"MIF",9606,104941,"MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)",4282
"MIF",9606,10200,"Macrophage migration inhibitory factor",4282
"MINK1",9606,101220,"Misshapen-like kinase 1",50488
"MITF",9606,103961,"Microphthalmia-associated transcription factor",4286
"MKNK1",9606,100835,"MAP kinase-interacting serine/threonine-protein kinase MNK1",8569
"MKNK2",9606,30037,"MAP kinase signal-integrating kinase 2",2872
"MLKL",9606,104428,"Mixed lineage kinase domain-like protein",197259
"MLNR",9606,11061,"Motilin receptor",2862
"MLX",9606,104592,"Max-like protein X",6945
"MLYCD",9606,100666,"Malonyl-CoA decarboxylase",23417
"MME",9606,236,"Neprilysin",4311
"MMEL1",9606,109961,"Membrane metallo-endopeptidase-like 1",79258
"MMP1",9606,104932,"Matrix metalloproteinase (1 and 13)",4312
"MMP1",9606,13000,"Matrix metalloproteinase-1",4312
"MMP1",9606,104792,"Collagenase",4312
"MMP10",9606,12593,"Matrix metalloproteinase 10",4319
"MMP11",9606,11277,"Matrix metalloproteinase 11",4320
"MMP12",9606,11871,"Matrix metalloproteinase 12",4321
"MMP13",9606,104932,"Matrix metalloproteinase (1 and 13)",4322
"MMP13",9606,104792,"Collagenase",4322
"MMP13",9606,11024,"Matrix metalloproteinase 13",4322
"MMP14",9606,11154,"Matrix metalloproteinase 14",4323
"MMP15",9606,11043,"Matrix metalloproteinase 15",4324
"MMP16",9606,11044,"Matrix metalloproteinase 16",4325
"MMP17",9606,17147,"Matrix metalloproteinase 17",4326
"MMP2",9606,13001,"Matrix metalloproteinase-2",4313
"MMP2",9606,105013,"Matrix metalloproteinase (2 and 3)",4313
"MMP2",9606,104792,"Collagenase",4313
"MMP20",9606,104437,"Matrix metalloproteinase-20",9313
"MMP24",9606,101051,"Matrix metalloproteinase-24",10893
"MMP25",9606,104183,"Matrix metalloproteinase-25",64386
"MMP26",9606,10226,"Matrix metalloproteinase 26",56547
"MMP3",9606,105013,"Matrix metalloproteinase (2 and 3)",4314
"MMP3",9606,11109,"Matrix metalloproteinase 3",4314
"MMP7",9606,12738,"Matrix metalloproteinase 7",4316
"MMP8",9606,104792,"Collagenase",4317
"MMP8",9606,11110,"Matrix metalloproteinase 8",4317
"MMP9",9606,104792,"Collagenase",4318
"MMP9",9606,12592,"Matrix metalloproteinase 9",4318
"MNAT1",9606,107899,"CDK7/Cyclin H/MNAT1",4331
"MOGAT2",9606,107671,"2-acylglycerol O-acyltransferase 2",80168
"MOGS",9606,100190,"Mannosyl-oligosaccharide glucosidase",7841
"MPEG1",9606,109592,"Macrophage-expressed gene 1 protein",219972
"MPG",9606,109564,"DNA-3-methyladenine glycosylase",4350
"MPHOSPH8",9606,104006,"M-phase phosphoprotein 8",54737
"MPI",9606,11872,"Mannose-6-phosphate isomerase",4351
"MPL",9606,265,"Thrombopoietin receptor",4352
"MPO",9606,10567,"Myeloperoxidase",4353
"MRC1",9606,105429,"Macrophage mannose receptor 1",4360
"MRGPRX1",9606,101354,"Mas-related G-protein coupled receptor member X1",259249
"MRGPRX2",9606,101353,"Mas-related G-protein coupled receptor member X2",117194
"MS2",9606,101493,"Disintegrin and metalloproteinase domain-containing protein 8",100271694
"MST1",9606,30024,"Serine/threonine-protein kinase MST1",4485
"MST1R",9606,11379,"Macrophage-stimulating protein receptor",4486
"MSTN",9606,109584,"Growth/differentiation factor 8",2660
"MTAP",9606,10201,"S-methyl-5-thioadenosine phosphorylase",4507
"MTF1",9606,105640,"Myelin transcription factor 1",4520
"MTHFD1",9606,11303,"Methylenetetrahydrofolate dehydrogenase",4522
"MTNR1A",9606,11084,"Melatonin receptor 1A",4543
"MTNR1A",9606,104733,"Melatonin receptor",4543
"MTNR1B",9606,11085,"Melatonin receptor 1B",4544
"MTNR1B",9606,104733,"Melatonin receptor",4544
"MTOR",9606,105503,"Mammalian target of Rapamycin (mTORC1)",2475
"MTOR",9606,11400,"Serine/threonine-protein kinase mTOR",2475
"MTR",9606,105195,"Methionine synthase",4548
"MTTP",9606,11452,"Microsomal triglyceride transfer protein large subunit",4547
"MUSK",9606,101282,"Muscle, skeletal receptor tyrosine protein kinase",4593
"MVD",9606,12698,"Mevalonate pyrophosphate decarboxylase",4597
"MYC",9606,108409,"c-Myc/Max",4609
"MYC",9606,103481,"Myc proto-oncogene protein",4609
"MYD88",9606,102726,"Myeloid differentiation primary response protein MyD88",4615
"MYLK",9606,10250,"Myosin light chain kinase, smooth muscle",4638
"MYLK2",9606,12037,"myosin light chain kinase 2",85366
"MYLK3",9606,12959,"Myosin light chain kinase",91807
"MYLK4",9606,101182,"Myosin light chain kinase family member 4",340156
"MYO3A",9606,101225,"Myosin IIIA",53904
"MYO3B",9606,101273,"Myosin-IIIB",140469
"MYT1",9606,30033,"Tyrosine- and threonine-specific cdc2-inhibitory kinase",4661
"MYT1",9606,105640,"Myelin transcription factor 1",4661
"NAAA",9606,100194,"N-acylsphingosine-amidohydrolase",27163
"NAALAD2",9606,10984,"NAALADase II",10003
"NADK",9606,102454,"NAD kinase",65220
"NAE1",9606,104509,"NEDD8-activating enzyme E1 regulatory subunit",8883
"NAGA",9606,11095,"Alpha-galactosidase B",4668
"NAGPA",9606,102727,"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase",51172
"NAMPT",9606,104106,"Nicotinamide phosphoribosyltransferase",10135
